Constituency,Electorate,Conservative Votes,Conservative Vote (proportion),Labour Votes,Labour Vote (proportion),Lib Dem Votes,Lib Dem Vote (proportion),Turnout (Proportion),Median House Price,Ratio of median house price to median salary,Home Ownership (proportion of households),Unemployment Rate,Share of LSOAs (small areas) in most deprived decile,Number of Businesses,Number of businesses per capita,Standardised Weighted Overall Social Mobility Index,School Funding Per Pupil (Real),Are Religous (proportion),Are Not Religious (proportion),Are Christian (proportion),Are Muslim (proportion),Average Internet Speed (Mb/s),Asthma,Atrial fibrillation,Cancer diagnosis since 2003,Cardiovascular disease (primary prevention),Chronic kidney disease,COPD,Coronary heart disease,Dementia,Depression,Diabetes,Epilepsy,Heart failure,High blood pressure (hypertension),Learning disabilities,Obesity,Osteoporosis,Peripheral arterial disease,Rheumatoid arthritis,"Schizophrenia, bipolar disorder & psychoses",Stroke and transient ischaemic attack,0-9,19-Oct,20-29,30-39,40-49,50-59,60-69,70-79,80+,"""White""","""Mixed""","""Asian""","""Black""","""Other""",vgh,gh,fh,bh,vbh,CON%1_ps,CON%1_ps_65,CON%1_ps_Oth,CON%1_fm,CON%1_fm_lp_dc,CON%NO_ADEM,CON%NO_ADEM_WCHILD,CON%NO_ADEM_NCHILD,CON%Own,CON%Own_out,CON%Own_mort,CON%Share,CON%Soc_r,CON%Soc_r_LA,CON%Soc_r_Other,CON%Private_rent,CON%Private_r_land,CON%Private_r_Oth,CON%Rent_free,CON%NO,CON%1CV,CON%2CV,CON%3CV,CON%4+CV,CON%No_qual,CON%Lev_1_qual,CON%Lev_2_qual,CON%Appren,CON%Lev_3_qual,CON%Lev_4_qual,CON%Oth_qual,CON%AC_ALL,CON%AC_EMP,CON%AC_EMP_E_P,CON%AC_EMP_E_F,CON%AC_SELF,CON%AC_UNE,CON%AC_F_STUD,CON%INA_ALL,CON%INA_RET,CON%INA_STUD,CON%INA_CARE,CON%INA_LONG SICK,CON%INA_OTHER,CON%UN_16_24,CON%UN_50_74,CON%UN_NEVER,CON%UN_LONG,CON%A_FOR_FISH,CON%M_Q,CON%MANF,CON%E_G_S_AIR,CON%W_SEW_WAST_REM,CON%CONST,CON%WT_RT_REPM,CON%TRAN_STOR,CON%ACCOM_FOOD,CON%INF_COM,CON%FIN_INS,CON%REAL,CON%PROF_SCI_TECH,CON%ADMIN_SUPP,CON%ADMIN_DEF,CON%EDUC,CON%HEAL_SOC,CON%OTHER,CON%MAN_DIR_SEN,CON%PROF,CON%ASSOC_PROF_TECH,CON%ADMIN_SEC,CON%SKILL,CON%CAR_LEI_,CON%SAL_SERV,CON%OPS,CON%ELEM,CON%H_MAN_AD_PROF,CON%LG_E_H_MAN_AD,CON%H_PROF,CON%L_MAN_AD_PROF,CON%I_OCC,CON%S_EMP_OWN,CON%L_SUP_TECH,CON%SEMI,CON%ROUT,CON%N_WKD_L_EMP,CON%N_WKD,CON%L_EMP,CON%NON_C,CON%FT_STUD,Brexit,Brexit Predicted
Sleaford and North Hykeham,94761,44683,0.471533648,12118,0.127879613,5355,0.05651059,0.702335349,207250,6.5,0.750726346,0.016621737,0,4660,0.049176349,60.38458236,4398.00,0.717980118,0.21094763,0.708399366,0.002026005,68.4,0.069213686,0.027672931,0.042220676,0.013935244,0.070604531,0.021818007,0.041400213,0.009699711,0.108205704,0.07589718,0.008830284,0.013292244,0.172525687,0.006066305,0.124970507,0.008981636,0.006766178,0.009228909,0.007018493,0.022519229,0.10489926,0.1060544,0.0906359,0.10936912,0.12343994,0.15533161,0.12753312,0.1202759,0.06246077,0.982810474,0.007131537,0.006708327,0.002188085,0.001161576,45.80211785,35.15793834,13.96862844,3.980874514,1.090440859,25.69160807,13.23213609,12.45947198,69.97768327,5.14547981,34.80988673,2.242199672,32.56768706,75.07263464,38.0963409,36.97629374,0.530548655,10.3878058,8.160343593,2.227462209,12.45526127,10.3225399,2.132721378,1.553749632,12.6636911,43.34919365,34.15722767,7.332940334,2.49694724,22.01841887,13.62821018,17.08010675,4.415496347,12.61539135,26.08828805,4.154088463,69.20833797,63.98660587,14.50000618,39.41999975,10.06659994,2.874053206,2.347678887,30.79166203,19.67972718,3.275629858,3.75875746,2.906179338,1.171368203,0.826630092,0.709246148,0.312611978,1.03174309,3.025815039,0.176224668,9.868581391,0.491179393,1.083594233,8.168200821,15.85647063,3.980052867,4.591215013,2.25342607,1.691006918,1.03485124,4.773063872,3.608856227,12.90377008,9.386775651,12.84190398,4.265011905,12.85127763,14.76162802,13.7342757,11.26713035,12.56819332,9.731726064,7.302075327,8.036969686,9.746723908,10.26429922,3.668557166,6.595742052,23.61641398,13.96251128,10.88952317,7.907970988,14.83485932,10.18398389,2.853047658,1.821304568,1.03174309,5.487390493,5.487390493,0.62,0.62
Slough,86818,15781,0.181771061,29421,0.338881338,3357,0.038667097,0.587873482,323500,9.8,0.529741049,0.027882192,0,5810,0.066921606,38.24095706,4397.00,0.823443841,0.11968101,0.408122464,0.238287778,98.4,0.055125515,0.010610482,0.016811435,0.010706179,0.030360622,0.01089107,0.025665415,0.003848896,0.08202702,0.094048297,0.005801512,0.007553592,0.124990825,0.004757245,0.099175596,0.005841903,0.004158923,0.006396418,0.00971251,0.011413233,0.1722696,0.13865908,0.11179025,0.17154226,0.15096754,0.11038457,0.07540335,0.04204461,0.02693875,0.450816126,0.033667045,0.402542373,0.087244868,0.025729589,47.89702196,35.91101695,11.65776438,3.536046789,0.998149916,28.25244127,8.048431572,20.2040097,57.81726204,8.854933344,24.77142206,5.751249145,19.02017291,52.97410487,18.89785002,34.07625485,1.304086414,20.96489955,13.73126283,7.233636722,23.747227,22.52607136,1.22115564,1.009682168,23.7679597,43.82891381,24.51226339,5.85905915,2.031803952,20.25015475,14.63002447,13.31342052,2.214645745,10.01994557,25.9036914,13.66811755,73.2401132,63.84882883,11.88400046,43.06540377,8.899424597,5.402103197,3.989181174,26.7598868,7.534539834,5.846969998,6.613477584,3.398114015,3.366785367,1.304316043,0.846917783,1.028623941,2.110506584,0.148623279,0.076658323,8.125782228,0.533479349,0.682102628,6.088861076,16.59105131,12.08541927,6.857008761,7.162077597,2.62359199,0.82290363,5.020337922,7.974030038,3.582603254,7.180851064,10.46933667,3.975281602,8.147684606,15.83541927,10.91833542,10.92928661,9.909261577,9.295994994,9.455569462,9.929599499,15.57884856,8.407564824,1.335644691,7.071920133,17.58059295,12.64946376,8.780375735,7.24213912,15.13904698,11.57697971,9.03622636,6.925719776,2.110506584,9.587610564,9.587610564,0.54,0.54
Solihull,78760,32309,0.410220924,11036,0.140121889,9977,0.126675978,0.702691722,277250,7.2,0.795533862,0.016295153,0,3890,0.049390554,62.64296075,4396.00,0.749223312,0.188095166,0.647975551,0.041500956,121.8,0.064353179,0.023019393,0.035377861,0.011375981,0.035893084,0.016195183,0.030995941,0.008497755,0.091728481,0.074715648,0.007551204,0.007900197,0.148485734,0.004294125,0.087060233,0.003816341,0.005088088,0.007751172,0.007686613,0.019470722,0.11544222,0.11489771,0.10437734,0.11916616,0.12649737,0.14242378,0.10991948,0.0955585,0.07171748,0.861734317,0.01747675,0.101146564,0.011222765,0.008419604,47.51105579,34.52847182,13.11312831,3.723043606,1.124300475,29.41549725,15.55338621,13.86211104,65.20561318,5.266625991,34.45271507,2.198901769,32.2538133,79.55338621,41.31787675,38.23550946,0.524710189,8.485661989,6.484441733,2.001220256,10.69676632,9.813300793,0.883465528,0.73947529,17.01037218,40.47101891,32.64673581,7.446003661,2.425869433,20.44988259,12.53738722,16.10307749,3.564454332,12.09615622,31.06043752,4.188604622,71.81222396,65.40247899,14.71862089,41.21384813,9.470009973,3.353754096,3.055990882,28.18777604,16.40974498,4.520586978,3.340931757,2.543097307,1.373415016,0.947428409,0.73942157,0.423137199,1.239492805,0.104975856,0.025194205,9.302960319,1.690111274,0.72643292,7.661137938,15.3495696,3.905101827,4.53495696,4.889775352,5.441948352,1.534747008,7.358807474,4.875078732,5.362166702,11.17572958,11.7908881,4.270417804,12.33046399,21.87906781,13.89670376,14.02897334,9.575897544,7.719924417,7.957169851,4.917069074,7.694730212,14.59467161,3.197036615,11.39763499,24.40661063,15.83416441,8.683573159,6.194614617,12.20686708,7.171961818,3.519019803,2.279526998,1.239492805,7.388516883,7.388516883,0.54,0.53
Somerton and Frome,85866,36230,0.421936506,8354,0.097291128,17017,0.198180886,0.755782265,265000,8.9,0.724168525,0.019728589,0,5940,0.069177556,-21.61465022,4394.00,0.659905263,0.257756725,0.647360825,0.001801749,56.7,0.075968202,0.030603885,0.04466462,0.014270056,0.051276847,0.021033525,0.036699028,0.010030711,0.144782887,0.07005705,0.00784862,0.012998902,0.174264595,0.004570794,0.117714579,0.015474534,0.009765817,0.009776846,0.007485541,0.023014434,0.10618776,0.11312445,0.07999779,0.097989,0.11768445,0.1571306,0.14360728,0.12018094,0.06409773,0.983638953,0.007400734,0.006286749,0.00183081,0.000842754,46.91232455,35.34238083,13.13533463,3.620935166,0.989024827,28.42940989,14.24769098,14.18171891,66.55898813,5.33236271,33.17029892,2.356795123,30.8135038,72.41685245,39.80617863,32.61067383,0.589198781,11.6156331,3.064288639,8.551344465,13.44465171,11.88862096,1.556030757,1.933663952,11.87952136,40.83898267,34.09618272,9.245188589,3.940124664,20.87464317,13.20493231,16.81887637,4.238181538,12.00976037,28.87127915,3.982327091,71.25422178,66.12349799,15.66667115,35.19248624,15.2643406,2.719431624,2.411292167,28.74577822,17.30694188,3.378769326,3.766298424,2.84860799,1.445160596,0.80196994,0.721234711,0.285264475,0.979587443,3.52235034,0.576528195,11.39235508,0.248775865,0.69301848,8.825619965,15.92560417,3.727689149,5.725793713,3.125493603,1.713789291,1.299162849,6.031827515,4.077160006,5.398041384,11.20281156,11.01919128,5.494787553,12.23740325,16.15463592,10.67564366,9.72990049,16.26915179,9.840467541,6.624151003,7.834465329,10.63418101,10.53460177,2.832460944,7.702140829,22.53185678,10.9719176,14.87815708,7.412839593,14.54714265,10.69876341,2.78267422,1.803086777,0.979587443,5.642046907,5.642046907,0.50,0.50
"Southampton, Itchen",72299,23952,0.331290889,19454,0.269077027,2503,0.034620119,0.655901188,285000,8.7,0.662480059,0.029478892,0.15625,3400,0.04702693,-39.49356983,4392.00,0.636562558,0.300518135,0.612854282,0.009144768,96.5,0.065300115,0.017622783,0.027757641,0.017030525,0.058240894,0.023113914,0.028358955,0.007205848,0.12923604,0.074564124,0.008140322,0.009552105,0.154537453,0.004611745,0.105346459,0.007013463,0.005469692,0.010103095,0.008855024,0.018183201,0.13397941,0.11625624,0.11948667,0.13544245,0.12627155,0.13557989,0.10711481,0.08256745,0.04330153,0.929246744,0.015688541,0.022954813,0.029137337,0.002972566,45.50502653,35.42101026,13.44157051,4.339120203,1.293272506,27.04160442,11.12405358,15.91755083,66.90638373,7.898002076,32.36180396,5.145476184,27.21632777,66.24800587,28.17857233,38.06943354,1.174951255,20.78954699,13.86138614,6.928160847,10.901218,9.931376769,0.96984123,0.886277886,20.57177585,42.12098959,27.52779114,7.105416424,2.674026993,27.9564222,19.20356031,17.92503794,3.893447894,10.90731356,15.59179893,4.52241916,71.35500709,63.92821563,14.5855842,39.8644572,9.478174241,4.781882726,2.644908726,28.64499291,13.97101124,3.44188918,5.258948491,4.067687213,1.90545679,1.441019237,0.878362261,0.672101475,1.943341425,0.25974026,0.04258037,8.841813924,0.570576964,1.230572706,11.13263785,18.30955929,7.39195231,4.079199489,2.66553119,6.625505642,1.258249947,4.590163934,4.932935917,4.671066638,7.847562274,11.379604,4.170747286,9.312327017,11.46050671,10.92186502,14.97551629,13.18075367,8.984458165,9.680647222,9.861613796,11.62231211,6.819234169,1.672536446,5.146697723,18.65046514,16.23286422,10.30882993,8.383729251,16.23286422,12.55805469,4.898342898,2.955001473,1.943341425,5.915615485,5.915615485,0.73,0.73
"Southampton, Test",70116,16043,0.228806549,22256,0.317416852,3449,0.049189914,0.641708027,379995,9.5,0.707809593,0.009262402,0,5965,0.085073307,19.62695536,4391.00,0.618594443,0.300809602,0.585900717,0.010782555,94.2,0.071472662,0.020981384,0.033895725,0.01699868,0.023648727,0.012578687,0.02609075,0.006135272,0.092490885,0.051392022,0.006395676,0.007348977,0.122680702,0.003196362,0.065884075,0.011893033,0.004366342,0.007592873,0.007437072,0.014296349,0.12381269,0.12755275,0.0888544,0.11643429,0.14713515,0.14410748,0.10770745,0.0907626,0.05363321,0.928838781,0.017548972,0.040689574,0.007968527,0.004954147,53.09861849,33.24013952,10.44195725,2.503483384,0.715801361,24.87861324,11.63270863,13.24590461,69.51263784,4.199754958,26.46231338,1.551935381,24.910378,70.7809593,35.0614875,35.7194718,2.005717657,14.62086491,9.071107683,5.549757226,11.12447248,9.767663475,1.356809003,1.46798566,11.35590144,39.68325997,36.86527204,8.751191178,3.344375369,14.51061849,10.63211541,13.89768561,3.611763771,11.67069613,41.76002543,3.917095152,74.93579737,69.86504859,14.14597915,44.0618863,11.65718314,2.211843497,2.858905282,25.06420263,13.06460547,5.293569666,3.578981822,1.944961982,1.18208369,0.512362153,0.599224533,0.197643386,0.798126794,1.18863229,0.095717095,8.553627678,0.154887663,0.57256226,6.460033762,12.6590209,2.777536068,3.651172099,6.019735125,2.448617323,1.327857155,12.5789666,3.960947425,4.023598615,15.80898348,13.10280016,4.615304293,12.68164494,28.21043838,12.62421468,10.67158595,10.08858182,8.080263135,5.692556691,4.409947617,7.540766781,19.86504859,3.650737701,16.21431089,25.36507377,12.37977743,9.718515535,5.680044312,9.873357168,7.006898635,2.142605368,1.344478574,0.798126794,7.968679188,7.968679188,0.39,0.39
South Basildon and East Thurrock,74441,29973,0.402641018,10051,0.13501968,1957,0.026289276,0.608495318,218000,6.6,0.754411161,0.015588615,0,3715,0.049905294,-42.06154054,4390.00,0.666476414,0.267770132,0.639693059,0.003498536,74.2,0.070120171,0.021679082,0.030391704,0.01185368,0.054394727,0.020870124,0.031355628,0.00779816,0.117567309,0.072845406,0.008736686,0.009195138,0.145314455,0.007417822,0.131600638,0.005458467,0.007610863,0.008761394,0.006612841,0.018927118,0.11573639,0.11535413,0.11356412,0.12944128,0.13575297,0.14875863,0.11155965,0.08601448,0.04381834,0.956833772,0.01122491,0.025102789,0.004492078,0.00234645,47.64245172,34.40403336,13.05133653,3.854731479,1.047446914,25.79759951,10.44316783,15.35443168,69.76815757,6.149979483,29.05980714,3.023697169,26.03610997,75.44111613,33.94798933,41.4931268,0.335966352,9.943065244,7.652851867,2.290213377,13.0462659,11.80498564,1.241280263,1.233586377,13.46173574,40.93147312,35.23030365,7.686192039,2.690295445,22.00895798,14.06138849,16.62099855,4.825451192,12.82834936,25.95310236,3.701752075,72.50971922,66.82361411,14.80057595,42.81929446,9.203743701,3.05975522,2.626349892,27.49028078,14.81065515,3.629949604,3.958243341,3.517638589,1.573794096,0.960403168,0.5687545,0.332613391,1.159107271,1.190327027,0.338303471,17.13235601,0.764315249,0.814434281,7.826922274,16.18844756,6.289938604,4.387503655,2.568600426,1.910788122,0.9585265,5.523535062,4.197468989,3.932255774,9.54767573,12.09330493,4.335296329,12.12045274,16.11118072,11.84270977,10.89671303,12.43578499,8.820949756,7.146138746,9.766946498,10.85912375,10.87544996,2.997840173,7.877609791,21.42116631,12.67962563,9.20662347,8.902807775,15.13606911,12.45644348,3.183585313,2.024478042,1.159107271,6.138228942,6.138228942,0.60,0.60
South Cambridgeshire,87288,31015,0.355318028,7803,0.089393731,28111,0.32204885,0.766760609,236000,8.6,0.671350061,0.024202481,0.109090909,3005,0.034426267,-112.2019923,4387.00,0.638256938,0.282046544,0.622169806,0.003902216,47.3,0.080570727,0.035351446,0.047674514,0.012037207,0.066266039,0.030097844,0.048567182,0.011144134,0.153663262,0.07713185,0.008888182,0.013455166,0.185179731,0.007547926,0.107113408,0.019844545,0.008799625,0.009687155,0.011123589,0.027310977,0.09464383,0.10149437,0.09712914,0.0995401,0.11277389,0.15160431,0.14576275,0.12708039,0.06997121,0.97701062,0.009391406,0.008684877,0.003923956,0.000989141,42.93959717,36.64496353,14.76429092,4.330481853,1.320666529,31.37045234,15.28610151,16.08435083,62.71106359,5.950811926,38.34829533,3.038818293,35.30947703,67.13500609,38.60940492,28.52560117,0.634123293,13.32653619,3.769925149,9.556611046,17.42222664,15.12197548,2.300251163,1.482107776,21.74669883,45.2440753,25.07895457,5.828960784,2.101310521,21.78176616,14.57016517,17.25712056,5.031863701,12.78449733,24.1097672,4.464819873,67.39810046,61.48658707,16.59124066,34.39425968,10.50108673,3.541548814,2.36996457,32.60189954,18.98651264,2.943102986,3.693393277,4.363295323,2.61559532,1.059933903,0.814303153,0.315598297,1.304075982,1.187877081,0.464821466,8.099161913,0.291100312,0.838087189,8.094466746,14.57614386,3.709181398,9.261215579,1.971969857,1.594008968,1.554100054,4.455712844,3.882902552,12.03136371,8.941944268,13.47512736,5.570814846,11.25431368,13.5948541,12.4374956,10.13451652,14.85081109,11.65340282,7.880836679,6.514543278,11.67922624,8.275523268,2.285110311,5.990412957,21.88048948,12.89040403,11.68011433,8.78167148,16.02852294,11.44788162,3.864590467,2.560514485,1.304075982,5.150802394,5.150802394,0.59,0.59
South Derbyshire,79331,33502,0.422306538,14167,0.178580883,3924,0.04946364,0.672889539,335000,9.7,0.679537996,0.012068919,0,6130,0.07727118,-25.57843341,4387.00,0.628669007,0.289199244,0.60499743,0.00767562,80.8,0.073003815,0.023678227,0.035819255,0.010941345,0.031441866,0.017741687,0.03049256,0.007795731,0.105708941,0.062529824,0.007020388,0.009377223,0.13810746,0.004364872,0.08663008,0.013948519,0.005261443,0.008290942,0.008060832,0.016377937,0.11865853,0.1152425,0.09365403,0.12988389,0.14359738,0.14144591,0.10992954,0.09131372,0.05627455,0.943883463,0.015995957,0.028158461,0.008276775,0.003685343,50.52753552,34.59517856,11.35747828,2.771412889,0.748394741,25.69790734,11.69074713,14.00716021,68.53556664,4.100072455,26.70587734,1.792183438,24.9136939,67.9537996,33.03712228,34.91667732,1.738908068,14.14780719,4.607253974,9.540553211,13.99224311,12.36201679,1.630226314,2.167242041,12.94591484,41.47167881,34.37966159,8.014746622,3.187998125,18.36816329,11.95714456,14.93237619,4.226083008,11.18414651,34.33949209,4.992594354,76.32809689,71.19318863,14.59287684,45.03417676,11.56613503,2.567454131,2.567454131,23.67190311,12.97517688,3.315745293,3.892553064,2.128552584,1.359875285,0.665547428,0.611584123,0.241036095,0.946156614,2.373086484,0.071961272,9.328797593,0.224061233,0.731061102,8.010597933,13.53853199,3.753434515,3.593157137,5.611343713,2.039447861,1.422870601,10.19396834,3.846657072,4.980047102,13.10185791,11.46800994,5.711108204,12.15654848,22.6874264,12.66354834,10.83344237,11.51380348,9.24702342,6.381656418,6.113437132,8.40311396,15.75488668,3.247391774,12.5074949,24.25590598,13.12267658,10.76747811,6.663868569,12.27125555,8.847583643,2.5854419,1.639285286,0.946156614,5.730902986,5.730902986,0.45,0.45
South Dorset,73809,30024,0.406779661,12871,0.174382528,5432,0.073595361,0.691758458,200000,7.1,0.711538957,0.024772979,0.018181818,3835,0.051958433,-30.4396788,4386.00,0.633468035,0.283974301,0.621787595,0.00127134,59.2,0.076085906,0.030434855,0.043796449,0.012107473,0.035185772,0.027667327,0.044370412,0.009534309,0.13296953,0.078441212,0.009807946,0.011021194,0.174069669,0.004335573,0.105953313,0.008338966,0.007252875,0.01105891,0.008384529,0.027839073,0.09641846,0.10408372,0.08296831,0.09025751,0.11565348,0.16069374,0.15545083,0.13260996,0.061864,0.985924446,0.00715129,0.00471077,0.001316745,0.000896749,44.6603705,34.64061932,14.68511624,4.616554668,1.397339266,29.09611072,14.48748679,14.60862393,65.72334339,5.165081574,37.36951983,2.760380422,34.60913941,71.15389572,40.30773989,30.84615583,0.719090698,11.99515451,8.567231114,3.4279234,14.49521895,12.59826284,1.896956107,1.63664012,15.45142916,45.32848785,29.24302173,7.157400964,2.819660301,21.24272533,13.28999196,17.40469668,5.150536315,12.53901405,26.3278407,4.045194968,67.0593852,61.54900511,15.09579252,32.86669131,13.58652128,3.041643566,2.468736524,32.9406148,20.296618,3.529846609,3.728515986,3.978007762,1.40762644,0.867060925,0.756175691,0.326495411,1.074970739,3.291991667,0.285838864,8.693861732,0.385155758,0.789690422,8.9530546,16.42120052,4.321496052,7.121747977,1.778014631,1.564846664,1.438883775,4.26820406,4.115595175,8.228767986,10.6341747,12.94510925,4.762366164,11.21796425,15.21486362,11.3197035,9.861440822,16.39213216,10.19088222,7.671624437,7.136282157,10.99510683,8.604386127,2.339370418,6.265015709,22.06616152,11.88166081,14.96026612,7.854370726,15.35914495,10.47403437,2.939998768,1.865028029,1.074970739,5.859976591,5.859976591,0.55,0.55
South East Cambridgeshire,86769,32187,0.370950455,10492,0.120918761,20697,0.23852989,0.742027683,190995,6.7,0.731640852,0.020932175,0,4615,0.053187198,37.33827177,4386.00,0.727840999,0.201124193,0.718272563,0.002628367,47.6,0.070063651,0.027660013,0.041333262,0.016658779,0.072505532,0.02199306,0.041393878,0.009643372,0.130000966,0.084907021,0.008081915,0.01721858,0.185811474,0.005656082,0.138649732,0.015984478,0.007207061,0.009559158,0.006721778,0.023484402,0.11256208,0.10160188,0.09740475,0.11376258,0.12249592,0.14446217,0.12878245,0.11321275,0.06571543,0.978677745,0.008977792,0.008436368,0.002884312,0.001023783,41.50555206,37.29032131,15.36560876,4.545007088,1.293510789,25.36625131,13.82555025,11.54070106,67.87702341,5.247467101,36.07779201,3.023174566,33.05461744,73.16408525,38.75625946,34.40782578,0.717363456,12.33492489,9.621520904,2.713403983,12.40945615,10.99802026,1.411435891,1.374170257,14.29835798,43.85932223,31.04926051,7.769884709,3.023174566,29.32289814,15.2353848,16.54452745,3.846792363,10.53124629,17.13506463,7.384086328,69.84848485,63.98944805,13.45779221,40.65205628,9.879599567,3.883928571,1.975108225,30.15151515,18.33468615,2.888257576,3.901515152,3.476731602,1.550324675,1.074134199,0.87797619,0.40719697,1.589556277,5.428883891,0.061902895,15.36429854,0.381734519,0.718073582,7.861667664,20.19478778,6.291397561,3.58624105,1.811691393,2.492623238,0.899655407,4.355900378,5.870457875,3.914326393,7.316922188,9.7662134,3.683222252,10.77935745,10.78348431,9.337019995,10.513175,13.90132679,9.227658213,7.727544725,13.93227823,13.79815529,7.305194805,2.353896104,4.951298701,18.25622294,12.05898268,11.26082251,9.028679654,18.33333333,15.3030303,3.668831169,2.079274892,1.589556277,4.784902597,4.784902597,0.71,0.71
South East Cornwall,71825,31807,0.442840237,10836,0.15086669,8650,0.120431605,0.747024017,222000,7,0.795587628,0.013167864,0,5100,0.071005917,11.20266951,4385.00,0.647109697,0.285869079,0.603747701,0.006073861,80.4,0.064562026,0.021676545,0.032191996,0.013893373,0.03282906,0.018652529,0.028353195,0.008336946,0.139469203,0.06688511,0.00698156,0.009430583,0.152293921,0.00332582,0.09499119,0.003880818,0.005077706,0.007874024,0.006802987,0.017855301,0.11682461,0.11477033,0.10332384,0.12419958,0.13113039,0.15096977,0.11452049,0.09420919,0.0500518,0.93290919,0.01435459,0.042676077,0.007376112,0.00268403,48.81455341,35.22540882,11.98568517,3.125403847,0.848948755,25.35899118,11.58004714,13.77894404,69.94192968,5.935806789,28.13130209,1.858736059,26.27256603,79.55876279,36.26114634,43.29761644,0.792088831,8.52102923,1.963214034,6.557815195,10.24856039,9.155186238,1.093374153,0.879558763,12.33811988,40.33578735,35.84323444,8.501591467,2.981266856,20.95336456,14.63735507,16.53572351,5.471333899,12.56070722,25.7496957,4.091820048,74.80712126,69.21126493,15.57131429,43.37975078,10.26019986,2.780979241,2.814877086,25.19287874,14.88386598,3.5619856,2.841995363,2.192512644,1.712519152,0.828463343,0.635923581,0.296945126,0.9518515,1.014698909,0.221906117,11.44238976,1.475580844,0.576576577,9.11332385,19.68326221,4.955903272,4.047415837,2.676149834,3.677572309,0.978662873,5.155049787,3.973447131,5.515410147,10.28923661,11.12944523,4.073968706,11.97913703,16.0512091,12.95969654,12.40018966,12.68847795,8.449502134,7.9943101,7.211000474,10.266477,11.25950835,3.006060935,8.253447411,22.87833385,14.92996705,10.26155578,7.567355019,12.91779095,11.42086209,2.524711529,1.572860029,0.9518515,6.239915391,6.239915391,0.58,0.58
