Constituency,Electorate,Conservative Votes,Conservative Vote (proportion),Labour Votes,Labour Vote (proportion),Lib Dem Votes,Lib Dem Vote (proportion),Turnout (Proportion),Median House Price,Ratio of median house price to median salary,Home Ownership (proportion of households),Unemployment Rate,Share of LSOAs (small areas) in most deprived decile,Number of Businesses,Number of businesses per capita,Standardised Weighted Overall Social Mobility Index,School Funding Per Pupil (Real),Are Religous (proportion),Are Not Religious (proportion),Are Christian (proportion),Are Muslim (proportion),Average Internet Speed (Mb/s),Asthma,Atrial fibrillation,Cancer diagnosis since 2003,Cardiovascular disease (primary prevention),Chronic kidney disease,COPD,Coronary heart disease,Dementia,Depression,Diabetes,Epilepsy,Heart failure,High blood pressure (hypertension),Learning disabilities,Obesity,Osteoporosis,Peripheral arterial disease,Rheumatoid arthritis,"Schizophrenia, bipolar disorder & psychoses",Stroke and transient ischaemic attack,0-9,19-Oct,20-29,30-39,40-49,50-59,60-69,70-79,80+,"""White""","""Mixed""","""Asian""","""Black""","""Other""",vgh,gh,fh,bh,vbh,CON%1_ps,CON%1_ps_65,CON%1_ps_Oth,CON%1_fm,CON%1_fm_lp_dc,CON%NO_ADEM,CON%NO_ADEM_WCHILD,CON%NO_ADEM_NCHILD,CON%Own,CON%Own_out,CON%Own_mort,CON%Share,CON%Soc_r,CON%Soc_r_LA,CON%Soc_r_Other,CON%Private_rent,CON%Private_r_land,CON%Private_r_Oth,CON%Rent_free,CON%NO,CON%1CV,CON%2CV,CON%3CV,CON%4+CV,CON%No_qual,CON%Lev_1_qual,CON%Lev_2_qual,CON%Appren,CON%Lev_3_qual,CON%Lev_4_qual,CON%Oth_qual,CON%AC_ALL,CON%AC_EMP,CON%AC_EMP_E_P,CON%AC_EMP_E_F,CON%AC_SELF,CON%AC_UNE,CON%AC_F_STUD,CON%INA_ALL,CON%INA_RET,CON%INA_STUD,CON%INA_CARE,CON%INA_LONG SICK,CON%INA_OTHER,CON%UN_16_24,CON%UN_50_74,CON%UN_NEVER,CON%UN_LONG,CON%A_FOR_FISH,CON%M_Q,CON%MANF,CON%E_G_S_AIR,CON%W_SEW_WAST_REM,CON%CONST,CON%WT_RT_REPM,CON%TRAN_STOR,CON%ACCOM_FOOD,CON%INF_COM,CON%FIN_INS,CON%REAL,CON%PROF_SCI_TECH,CON%ADMIN_SUPP,CON%ADMIN_DEF,CON%EDUC,CON%HEAL_SOC,CON%OTHER,CON%MAN_DIR_SEN,CON%PROF,CON%ASSOC_PROF_TECH,CON%ADMIN_SEC,CON%SKILL,CON%CAR_LEI_,CON%SAL_SERV,CON%OPS,CON%ELEM,CON%H_MAN_AD_PROF,CON%LG_E_H_MAN_AD,CON%H_PROF,CON%L_MAN_AD_PROF,CON%I_OCC,CON%S_EMP_OWN,CON%L_SUP_TECH,CON%SEMI,CON%ROUT,CON%N_WKD_L_EMP,CON%N_WKD,CON%L_EMP,CON%NON_C,CON%FT_STUD,Brexit,Brexit Predicted
Hyndburn,70842,20565,0.290293893,17614,0.248637814,1226,0.017306118,0.598599701,110000,4.3,0.675878757,0.042823072,0.25,2745,0.0387482,16.08150767,4613.00,0.767022726,0.175665449,0.655123576,0.105012217,81.5,0.078137289,0.019885741,0.030402533,0.015840622,0.04013601,0.024993064,0.041148928,0.008181453,0.134715271,0.08183219,0.009847334,0.009392502,0.155328591,0.006640032,0.121123683,0.013308796,0.010463114,0.008066528,0.011377785,0.021044949,0.13215741,0.12137628,0.12031215,0.12895424,0.12241892,0.13654297,0.10437158,0.08809778,0.04576869,0.872434969,0.009092482,0.11496962,0.001470366,0.002032564,43.33578394,34.19032586,14.97502541,5.868488767,1.630376024,32.26693836,12.26948548,19.99745288,61.94854814,8.838512481,36.20733571,5.010188487,31.19714722,67.5878757,33.17116658,34.41670912,0.239429445,13.06164035,3.981151299,9.080489047,17.92409577,16.37289862,1.551197147,1.186958737,27.74579725,44.38614366,22.40193581,4.271523179,1.194600102,27.58395205,13.89687351,16.29589265,5.327974934,12.50323547,19.5109325,4.881138887,67.24826792,59.72585931,13.53345205,37.93376928,8.258637976,4.549059512,2.973349095,32.75173208,14.86524908,4.454786239,4.477232256,6.591647089,2.362817424,1.638559265,0.703308543,0.746704176,1.692429707,0.299502439,0.065214241,16.65861553,0.345393942,0.714941307,8.096227235,18.11023622,4.869329984,4.731655476,1.963673252,1.903289696,1.069996619,3.68581228,4.081928409,5.427274045,9.941548717,14.00173905,4.033621564,9.400512053,12.38104439,9.997101589,10.649244,14.36404038,12.25061591,8.729046906,11.44872228,10.77967248,6.392625735,2.005177548,4.387448187,17.49592231,12.09690694,9.503643737,8.700076316,16.99313152,14.55549404,7.015128616,5.322698909,1.692429707,7.247070795,7.247070795,0.66,0.66
Ilford North,72973,20105,0.275512861,25323,0.34701876,2680,0.036725912,0.686747153,450000,12.4,0.684263343,0.021045033,0,5145,0.070505529,61.01083028,4610.00,0.805115558,0.12642681,0.41520046,0.152784412,117.2,0.049911695,0.012134267,0.021806486,0.011698275,0.026075161,0.008651739,0.02547191,0.00546003,0.061329138,0.086904318,0.005488406,0.005375193,0.122102287,0.004004551,0.090572742,0.004960701,0.003022749,0.00710884,0.008315223,0.011193095,0.13298786,0.12516981,0.13055878,0.15260046,0.14111181,0.12743695,0.08962421,0.06040323,0.04010688,0.525173264,0.042207254,0.331770463,0.077561922,0.023287097,46.80423827,35.42972443,12.54228036,4.028697034,1.195059899,25.56315525,11.1442681,14.41888716,63.11564159,8.400454221,29.27350992,5.120553516,24.1529564,68.42633428,29.9495603,38.47677397,0.802809834,13.21995405,9.385480762,3.834473288,16.38894024,15.30356247,1.08537777,1.161961602,23.46898355,46.25135342,23.37655478,5.337100906,1.566007341,20.41065358,13.49130256,14.24088855,2.141674241,10.67226158,30.05067799,8.992541495,70.12637221,61.8557262,12.55424211,36.94448601,12.35699808,4.943343354,3.327302654,29.87362779,10.68382463,7.284425884,5.73095915,3.361310244,2.813107886,1.194346578,0.867873709,1.009345286,2.005087536,0.044476449,0.061419858,3.583531006,0.192731278,0.362165368,7.978227719,14.97161979,6.358014232,4.591663843,5.011013216,7.957048458,2.098864792,8.314977974,5.059725517,5.88359878,11.15299898,11.49610302,4.881819722,10.97509319,21.00559132,13.37046764,14.99491698,9.058370044,7.882921044,8.245086411,6.423669942,8.043883429,11.44559466,2.026852393,9.418742263,21.28195013,14.58653571,11.63739747,4.880769388,11.2347476,6.772951723,7.842150368,5.837062832,2.005087536,10.31790296,10.31790296,0.53,0.53
Ilford South,84972,10984,0.129266111,35085,0.41290072,1795,0.021124606,0.629348491,370000,11,0.567910946,0.03144125,0,6260,0.073671327,68.002593,4609.00,0.87923074,0.063494486,0.279505476,0.349196779,107.5,0.049661474,0.007180163,0.01512221,0.01014349,0.02293017,0.006954476,0.02222021,0.00522957,0.058523669,0.104236549,0.005162245,0.004194829,0.111446642,0.004638949,0.102459889,0.007427849,0.002117805,0.007464936,0.009216905,0.009512269,0.16193573,0.13986629,0.14078812,0.17430197,0.1385416,0.10370305,0.07265427,0.04106606,0.02714293,0.242156676,0.038203533,0.572480635,0.113152974,0.034006182,47.90399512,35.23715038,11.92124242,3.761590415,1.176021674,21.91313883,7.437070938,14.47606789,59.13901602,10.02097635,27.7889016,8.528794813,19.26010679,56.79109458,23.99408848,32.7970061,1.260964912,10.45957285,4.405034325,6.05453852,30.25600686,28.87585812,1.380148741,1.232360793,33.57170099,42.87042334,18.01344394,4.326372998,1.218058734,18.41650574,12.11200325,12.53785954,1.279601586,10.17887997,32.48500864,12.99014127,65.89744698,54.18729328,11.96848181,31.90730452,10.31150695,6.33174085,5.378412849,34.10255302,8.020060961,9.873754296,8.169221125,3.613350915,4.426165719,1.480792927,0.926306232,1.706694913,2.396290452,0.044885822,0.043015579,3.648843255,0.185154014,0.190764742,7.301426995,17.37829396,6.484130992,5.51534534,5.928668948,7.422992762,2.055396585,6.684246947,5.640651593,6.063326413,10.19656249,11.34489143,3.871402121,9.908545138,20.87190709,11.18031009,13.48631918,8.44040472,7.684826722,10.89603322,6.837606838,10.69404702,9.610021834,1.353250178,8.256771655,17.3566225,12.07332627,9.904018677,4.349423896,11.4626343,6.671134266,13.8535204,11.45722994,2.396290452,14.71929787,14.71929787,0.43,0.43
Ipswich,75525,24952,0.330380669,19473,0.257835154,2439,0.032293942,0.656458126,197000,7.2,0.547441241,0.037435318,0.142857143,3555,0.047070506,-46.23604945,4608.00,0.575672229,0.351293084,0.524792896,0.029118465,93.7,0.062335263,0.019471155,0.028382634,0.011348215,0.049077959,0.017387985,0.03033639,0.007758973,0.123796345,0.06302881,0.009330108,0.009489111,0.130848659,0.005862803,0.121310795,0.005128588,0.005428972,0.006742179,0.010070215,0.016732521,0.13216999,0.1145167,0.13277963,0.1524651,0.12831771,0.12468634,0.09871003,0.06851917,0.04783532,0.882737172,0.036127446,0.048117942,0.024054384,0.008963056,45.80883095,35.77974918,13.34733906,3.903562287,1.160518518,33.48494785,11.55937295,21.9255749,59.61623897,7.649833929,31.6888447,4.635173158,27.05367154,54.74412406,24.40500116,30.33912289,0.647358734,21.42842032,13.58607121,7.842349108,22.01019696,20.75779052,1.25240644,1.169899934,28.69957054,45.70437284,20.60335526,3.846072479,1.146628869,24.88584215,15.65414441,16.17909972,3.609779428,11.47955407,21.76230115,6.429279069,73.85744761,65.22399297,16.22913791,41.69657423,7.298280838,5.535198896,3.098255741,26.14255239,11.07165265,3.931484502,4.760948676,4.241435563,2.137030995,1.726690927,0.815660685,0.793073158,2.310202033,0.377155172,0.048305589,7.968564209,0.988406659,0.570377527,7.66386742,16.91067182,7.446492271,5.781807372,4.315918549,6.216557669,1.044143876,3.870020809,5.135255648,5.449241974,7.936979786,14.15167955,4.124554102,8.016869798,15.01560642,11.05083234,11.03225327,11.45957194,10.09958383,9.991825208,9.233799049,14.09965815,8.324758439,1.633831095,6.690927343,18.69745263,13.31660183,7.45890325,7.793951562,17.87677249,13.84364412,5.811268666,3.501066633,2.310202033,6.876647007,6.876647007,0.57,0.57
Isle Of Wight,113021,41815,0.369975491,18078,0.159952575,0,0,0.658656356,215000,7.7,0.700941311,0.029900457,0.033707865,4620,0.040877359,-23.66312485,4606.00,0.622283297,0.296170397,0.605149532,0.003789824,51.9,0.077430583,0.02817484,0.045497993,0.011940875,0.040154295,0.024974225,0.03957171,0.011943749,0.111383021,0.07587464,0.009169064,0.011893364,0.181413808,0.007064487,0.104665444,0.009745908,0.008920062,0.011120535,0.011819098,0.026856876,0.09446219,0.09875786,0.0930656,0.09491364,0.11079135,0.1509547,0.14742789,0.13504877,0.07457801,0.973095143,0.012360323,0.010949987,0.002191444,0.001403103,40.8056992,36.53419159,16.1848624,5.005605178,1.46964163,32.67086846,16.46066956,16.2101989,61.63378898,6.816730785,41.22616027,3.797986412,37.42817386,70.09413113,41.07555046,29.01858067,0.592616845,10.67856266,0.978963739,9.69959892,17.41671441,15.81894082,1.597773594,1.217974953,22.52762544,46.35180486,23.50167799,5.677334861,1.941556847,24.29123879,14.59048871,16.77927831,5.016913374,12.22261634,22.63450674,4.464957738,64.38088364,57.78018387,15.76789277,30.42998787,11.58230323,4.397124726,2.203575045,35.61911636,20.52994075,3.670285823,3.942975729,4.515424023,2.96049004,1.313322706,0.93737155,0.418057686,1.76847424,1.239481273,0.118045836,8.996779035,0.382805781,0.591915547,8.489181942,15.81645559,4.013558407,9.094588442,1.838142296,1.497495742,1.563264136,4.330595794,3.821312332,6.824735662,9.833218098,15.64444594,5.903978145,11.41503229,14.57697432,10.70338454,9.632540178,15.34933135,12.11318909,8.686487125,5.846641596,11.6764195,7.654365545,2.035148927,5.619216618,20.38657804,11.75373695,13.25152636,8.076433376,17.21455282,11.57929562,4.389104434,2.620630194,1.76847424,5.694406849,5.694406849,0.62,0.62
Islington North,75162,5483,0.072949097,34603,0.460378915,8415,0.11195817,0.715853756,550000,13.2,0.30251667,0.033680336,0.079365079,5220,0.069449988,49.04757286,4605.00,0.529105336,0.305627773,0.392938948,0.099566054,105.7,0.054262289,0.00869491,0.019425823,0.008519713,0.016359041,0.014228572,0.014015222,0.004853923,0.103675228,0.050814234,0.00569516,0.005299022,0.088886762,0.004411974,0.072293149,0.003660949,0.00347816,0.004707895,0.015066427,0.009486176,0.11485911,0.09597192,0.22469682,0.207565,0.12402421,0.10603157,0.06344678,0.04093915,0.02246546,0.670558331,0.069731031,0.079994974,0.145212576,0.034503088,51.07230185,30.90877461,11.52422465,4.827532884,1.667166011,37.44891374,7.889868789,29.55904496,45.35168854,9.563346956,29.57410196,6.743385674,22.83071628,30.25166703,11.42396214,18.82770488,1.215315122,40.34416003,26.68100667,13.66315337,26.9993547,25.80339858,1.19595612,1.189503119,62.82641428,32.14024521,4.353624435,0.516240052,0.163476016,16.54727459,8.168051148,8.623063282,0.977692738,9.341749113,48.76096696,7.581202165,72.85035252,63.68723958,8.897958186,42.75467687,12.03460453,5.652561737,3.510551204,27.14964748,6.302618556,7.836117255,4.087293344,5.400848006,3.522770317,1.14370899,0.89321717,1.146152812,2.304524738,0.047937755,0.09403175,1.928572746,0.193594778,0.223094935,3.702269668,9.731364198,2.946328152,5.870531187,11.07546509,5.947969099,1.827165957,17.69825027,4.563305493,4.502461419,10.84683887,10.62374394,8.177074691,10.60346258,30.99728967,22.27261832,9.240924092,5.525748106,5.962719177,5.765436879,2.655014105,6.976787064,16.95401948,2.452376007,14.50164347,27.26695096,9.244980999,7.265484671,4.159386112,8.524053324,6.647197546,9.159447207,6.85492247,2.304524738,10.7784797,10.7784797,0.23,0.22
Islington South and Finsbury,70489,8045,0.114131283,26897,0.381577267,9569,0.135751678,0.678346976,665000,15.6,0.265584498,0.027762668,0.016666667,14910,0.211522365,81.19042185,4605.00,0.53898457,0.295043641,0.411295979,0.089804785,103.5,0.050773882,0.008939084,0.018590502,0.006848868,0.016039103,0.014191986,0.013321106,0.00400811,0.096892808,0.042645302,0.004951773,0.004335079,0.080216576,0.003483968,0.067606187,0.005073914,0.003510668,0.004613227,0.012408688,0.008592982,0.09579428,0.08814751,0.27953441,0.20762418,0.11296723,0.09595562,0.05952862,0.03762887,0.02281929,0.692925888,0.059655549,0.104786861,0.109774392,0.03285731,52.15671758,30.58856764,10.89950904,4.652431421,1.702774314,40.00764883,8.347851953,31.65979688,43.19678749,8.845026134,30.79930311,6.388900693,24.41040241,26.55844984,11.20979051,15.34865933,1.364041984,43.73857987,26.79216419,16.94641567,26.90902137,25.40687545,1.502145923,1.429906939,66.45349084,28.82122976,4.015637615,0.531168997,0.178472783,17.42818651,7.925743253,8.175777504,1.033246563,10.15778417,47.360369,7.918892999,69.46104909,60.26167327,7.578922098,41.84611691,10.83663426,5.202256632,3.997119193,30.53895091,6.056895931,12.05737607,3.920297683,5.145840835,3.358540391,1.236346177,0.81742888,1.063497779,2.045372704,0.036171185,0.129454767,2.149329881,0.192278404,0.262717027,3.350593969,9.267438319,2.979363387,5.353335364,9.1113311,12.21824551,1.717179409,20.695629,4.319600975,3.916006701,8.515458422,8.675373134,7.110493451,12.41052391,31.54888821,21.85691441,8.890496497,4.624200426,5.532287542,5.593207432,2.764240024,6.779241547,19.14296003,2.906013684,16.23694634,24.15676389,8.640019205,6.48421558,3.638218701,7.918617213,6.388188693,8.102268635,6.056895931,2.045372704,15.52874805,15.52874805,0.26,0.28
Jarrow,65103,11243,0.172695575,18363,0.282060735,2360,0.03625025,0.625716173,140000,5.5,0.604179638,0.045618411,0.142857143,1790,0.027494893,-7.240178942,4605.00,0.746468893,0.198438626,0.731467692,0.007026183,100.8,0.070469378,0.023807437,0.03588964,0.012832628,0.055684239,0.033693256,0.042340869,0.010168908,0.139918119,0.077081043,0.009382905,0.012525134,0.159998225,0.006553241,0.156124943,0.004860119,0.009132119,0.010360469,0.009293059,0.021908839,0.11546039,0.10749556,0.11076747,0.12736586,0.11825466,0.14871691,0.12669715,0.09013291,0.0551091,0.975882777,0.006233485,0.013007447,0.001789575,0.003086716,43.00264233,33.38698054,15.67139082,6.141004084,1.797982224,31.89139439,14.46631114,17.42508324,63.76113262,9.082049755,39.20576054,5.132508595,34.07325194,60.41796378,25.79789394,34.62006984,0.203026448,30.69218484,26.54232425,4.149860589,7.880133185,7.016594028,0.863539157,0.806691752,35.37532823,41.98857638,18.61887875,3.207817872,0.809398771,26.92392019,14.68537601,16.2683622,6.527808229,12.3598626,19.65650808,3.578162684,68.11764898,59.6636731,14.20065106,40.05169227,5.411329767,5.727045198,2.72693069,31.88235102,16.0295104,3.932538319,4.056861494,6.039488966,1.823951841,1.715986979,1.097642767,0.927516317,2.260718784,0.079552385,0.591339397,11.70215587,0.851210522,0.713319721,8.817056031,14.88425128,5.107263133,4.600779613,2.69682586,3.123756994,1.389514996,4.18710721,4.529182467,9.477340829,8.91517064,14.03038901,4.303784042,7.859775662,13.6220201,10.89602503,14.13115537,12.22985336,10.11110816,10.39484501,9.522420514,11.2327968,6.770705534,1.745431941,5.025273593,18.06284864,14.92696013,5.956061573,8.525952463,17.42323862,15.68271417,6.145817997,3.885099213,2.260718784,6.505700872,6.505700872,0.62,0.62
Keighley,72778,25298,0.347605045,23080,0.317128803,2573,0.035354091,0.722745885,180000,6.3,0.725047128,0.03246427,0.233333333,3605,0.0495342,-20.616526,4604.00,0.696860525,0.237138446,0.556016469,0.130859496,84.2,0.075739865,0.025093611,0.035524567,0.013821874,0.043564581,0.0224674,0.039988808,0.01039277,0.129668973,0.079517996,0.009238279,0.01264111,0.150905296,0.006927029,0.13155074,0.01767155,0.008056629,0.007570804,0.010384223,0.022628193,0.12673073,0.12383466,0.10018521,0.11701922,0.12632139,0.14173293,0.11550467,0.09113887,0.05753231,0.836088523,0.012568194,0.141718991,0.00499228,0.004632012,46.08440556,35.15388574,13.52032939,4.069994853,1.171384457,29.75493276,13.36936031,16.38557245,63.72502199,6.135478195,34.43257509,3.730049013,30.70252608,72.50471283,35.82003268,36.68468016,0.618323489,9.805202966,3.775292196,6.02991077,15.67424909,14.26668342,1.407565665,1.397511625,24.32072389,44.01407566,25.2431821,4.830966445,1.591051904,24.32337662,12.53896104,15.46493506,4.675324675,11.65194805,26.70909091,4.636363636,69.43545802,62.01655446,14.8771531,36.40377721,10.73562414,4.412579056,3.006324502,30.56454198,15.34930489,3.992888578,5.094576083,3.737868322,2.389904112,1.280930314,0.816064819,0.791291423,1.792428084,0.498019242,0.067911715,11.73514431,0.285229202,0.631578947,7.680814941,16.71533673,4.676853424,5.131861913,2.551216752,4.941709111,1.328805886,5.808715337,4.045274477,4.586304471,10.71873231,14.32258065,4.273910583,11.11488398,16.95076401,11.37747595,10.77758913,12.778721,10.24561404,8.095076401,8.21279004,10.44708546,10.26492961,2.574975955,7.689953659,20.79216578,12.30654892,10.74873947,6.629069395,13.78275189,11.83731165,6.836000117,5.043572032,1.792428084,6.802483169,6.802483169,0.56,0.53
Kenilworth and Southam,68154,30351,0.445329695,9440,0.138509845,9998,0.146697186,0.771737536,330000,8.3,0.768649532,0.011051139,0,5025,0.073730082,40.16428455,4604.00,0.696647399,0.231761485,0.672138728,0.004429571,79.6,0.070079757,0.027465018,0.041595964,0.010369526,0.060614509,0.015851375,0.030364834,0.010163286,0.119447498,0.058644943,0.007565394,0.008944798,0.15461275,0.003132469,0.086966657,0.014246303,0.005584366,0.007618759,0.006576745,0.022006514,0.09969114,0.11498339,0.11637041,0.09295413,0.12234979,0.15101113,0.12005361,0.11393437,0.06865202,0.956616976,0.011207788,0.026139337,0.003358686,0.002677213,49.98600548,34.5591725,11.71159112,2.924247034,0.818983876,27.21358345,13.63596581,13.57761764,68.31111241,4.513230446,31.4759168,1.592904863,29.88301193,76.86495318,41.25215159,35.61280159,0.682673513,9.913352977,4.002684016,5.910668962,11.15616886,9.773317385,1.382851475,1.382851475,10.80607988,36.99565306,37.98173702,10.06797561,4.148554424,16.4112144,10.61426218,14.4019181,4.100964933,12.80154154,37.99570487,3.674393975,70.89895122,65.73331114,13.94206759,39.1976028,12.59364075,2.220742467,2.944897619,29.10104878,17.02014317,6.029632096,3.182953221,1.781255202,1.087065091,0.575994673,0.63426003,0.218078908,0.775761611,1.712571052,0.046351638,10.23151423,1.029494279,0.673318533,6.486789783,14.36412871,3.449537703,4.779097851,4.691273694,3.269010271,1.485691981,9.35327267,4.232636432,5.327998829,12.94674441,10.6169647,5.30360323,15.2350516,23.37830255,13.66885414,11.19757996,10.63404162,7.921251006,6.045229441,4.178966115,7.740723573,17.3081405,4.026968537,13.28117197,25.50524388,12.63525886,11.12701848,5.753287831,10.13151323,6.768769769,1.981022141,1.205260529,0.775761611,8.789745297,8.789745297,0.46,0.46
Kensington,64609,16768,0.259530406,16618,0.257208748,9312,0.144128527,0.677335975,1250000,27.2,0.337770936,0.022640772,0.106666667,9905,0.153306815,95.19191575,4601.00,0.683573787,0.215273571,0.521273964,0.109309012,111.8,0.036718297,0.012043284,0.023066079,0.008343219,0.013865291,0.011464865,0.016309386,0.00530198,0.086043814,0.043753742,0.00403733,0.004061046,0.08725917,0.002589208,0.051110578,0.002381547,0.003029475,0.003908851,0.014268535,0.010487243,0.11106318,0.09730795,0.13771058,0.16687655,0.15354404,0.1310267,0.09317787,0.07106562,0.03822749,0.679495602,0.060089242,0.10630583,0.075420829,0.078688497,57.44951326,28.65906202,9.152880751,3.490346304,1.248197664,45.65890524,9.898010951,35.76089428,41.6405717,5.312877211,28.90506097,3.955355737,24.94970523,33.77709357,21.28299774,12.49409583,1.047880622,26.59587495,9.077550164,17.51832479,35.63668807,33.83832199,1.798366076,2.942462782,57.47948848,33.40272554,7.434879205,1.212322656,0.470584119,10.45411255,5.950475187,7.718494802,0.731524448,10.15927374,52.18545462,12.80066465,68.94433246,61.95586911,6.983102457,39.99871339,14.97405327,4.54711155,2.441351803,31.05566754,7.672513617,9.495218081,6.038512673,3.808380152,4.041043016,0.778402024,0.849165845,0.798773427,1.920272762,0.121045022,0.353047981,2.432668706,0.238727682,0.15634982,2.96560304,9.717225379,2.656265761,5.389865842,7.935173666,20.35741905,3.111865775,16.57476211,4.290373558,2.355334387,6.326283582,6.559967721,8.458020914,22.33785011,23.47600955,24.69990922,7.74688141,3.838135907,6.092599442,4.35257725,1.958575704,5.497461417,20.70270618,5.783334048,14.91937213,28.63361496,7.559934812,9.084573487,3.094308873,6.924132607,5.06926277,7.602821975,5.682549213,1.920272762,11.32864434,11.32864434,0.31,0.31
Kettering,73164,29787,0.407126456,13022,0.177983708,3367,0.0460199,0.674662402,215000,7.2,0.69423944,0.026923388,0.070175439,3690,0.05043464,-36.06895232,4600.00,0.624776678,0.307761434,0.590489436,0.007734688,94.4,0.070927382,0.022506384,0.034594697,0.012729725,0.040878219,0.023073624,0.033764779,0.00904036,0.152962449,0.073979655,0.008810544,0.013067121,0.150112982,0.006655398,0.13174733,0.014434195,0.00618404,0.008299244,0.008965454,0.019470113,0.1303942,0.11793547,0.10526057,0.1303156,0.13646637,0.13939436,0.10509355,0.08867513,0.04646479,0.938646697,0.014046537,0.032340198,0.010601765,0.004364803,46.04225729,36.34447713,12.87937951,3.719711153,1.014174913,28.97408126,11.47326264,17.50081862,65.92277273,6.848693988,30.66421501,3.443238206,27.2209768,69.42394398,30.40225687,39.02168711,0.861439258,13.06516209,8.831011813,4.234150273,15.2338732,13.93667666,1.297196544,1.415581471,18.76023274,42.28105086,30.23601421,6.475907408,2.246794791,22.83014076,15.45936986,17.00330174,4.336376639,11.78200484,23.26725394,5.32155222,73.63368669,67.02591284,14.6746172,43.14634865,9.204946996,4.016489988,2.591283863,26.36631331,14.32420495,3.093345112,3.851590106,3.545347468,1.551825677,1.177856302,0.802414605,0.465253239,1.545936396,0.485954218,0.031970672,13.66639669,0.396436336,0.782215781,8.09497421,19.39554116,5.484035978,3.953706467,2.789973997,2.508632082,1.042243915,5.164329255,4.60590818,4.463105844,9.273626327,13.85182659,4.009122298,11.24941387,15.11786521,11.33680038,10.6909928,12.83729059,9.778762948,7.649516177,9.343961806,11.99539622,9.318315665,2.566254417,6.752061249,21.26619552,13.3598351,9.353651355,7.688457008,15.20612485,14.42726737,3.820671378,2.274734982,1.545936396,5.559481743,5.559481743,0.61,0.61
Kingston and Surbiton,81975,20614,0.251466911,6528,0.079634035,31103,0.379420555,0.742250686,440000,11.3,0.636361725,0.019925879,0,6610,0.08063434,44.12835643,4597.00,0.666141252,0.256343113,0.535677361,0.054829579,112.1,0.051921385,0.014876982,0.026058843,0.009732939,0.024425607,0.012275585,0.021301107,0.006178853,0.090642036,0.055691336,0.005896504,0.005936832,0.108638447,0.003298086,0.065527664,0.007255117,0.003184908,0.0053674,0.0085983,0.011392128,0.12738303,0.10664644,0.14244157,0.16789173,0.14758295,0.11974488,0.08580095,0.06235756,0.0401509,0.749334757,0.036660396,0.163776885,0.026296164,0.023931798,51.11354045,34.37060389,10.75490246,2.948255114,0.81269809,29.65299685,10.94426919,18.70872766,58.47528917,5.686645636,26.30494217,3.118822292,23.18611987,63.63617245,27.36487907,36.27129338,0.69190326,12.43533123,8.750788644,3.684542587,22.30283912,20.97160883,1.331230284,0.933753943,25.88643533,46.76550999,21.32912723,4.572029443,1.446898002,14.46902746,10.46629551,12.70256845,2.159695345,13.76223689,38.64581824,7.794358093,73.24400818,64.48258047,11.45915227,41.88211775,11.14131045,3.319930816,5.441496889,26.75599182,9.630719468,8.384060738,4.31164222,2.368651587,2.06091781,0.742379658,0.688470091,0.453738853,1.284844673,0.085173295,0.204743497,3.793487519,0.365262399,0.361986503,6.342134574,15.26731311,4.307803184,4.948240844,7.665596541,5.85893992,1.474153181,10.02751753,5.439625238,5.763938937,10.93657865,10.67450698,6.4829981,12.41400773,23.67981393,15.81766363,11.98486536,8.373190067,7.796632379,8.528795125,3.626416825,7.778614951,14.90374896,2.814528628,12.08922033,24.77369213,12.94840405,9.371279678,4.560973966,9.601518453,5.658258272,4.612637301,3.327792628,1.284844673,13.56948719,13.56948719,0.41,0.41
Kingston upon Hull East,65745,11474,0.174522777,12713,0.193368317,1707,0.025963952,0.493451974,111000,4.5,0.554062156,0.051194355,0.459016393,1940,0.029507947,-43.0764204,4595.00,0.583791074,0.346519899,0.568628517,0.007254968,176.6,0.065720778,0.018879201,0.029353855,0.015275494,0.035546026,0.031267787,0.039512027,0.008951032,0.119260192,0.082868042,0.011982039,0.008070331,0.156643178,0.006322875,0.136836488,0.003712237,0.007990988,0.009479592,0.007334411,0.016360239,0.13135575,0.1124116,0.13678273,0.13633516,0.1148062,0.13428743,0.10981559,0.07857399,0.04563156,0.973133776,0.008516702,0.010550703,0.004840271,0.002958548,42.58024517,34.66830547,15.37792184,5.688678117,1.684849408,33.41161187,12.75607075,20.65554112,61.73678425,9.348456081,39.29749176,6.855201359,32.4422904,55.40621565,22.64165084,32.7645648,0.437193964,27.98541021,22.04706705,5.93834316,14.62226441,13.48556011,1.136704307,1.548915759,38.07834516,43.367143,15.40421705,2.553212751,0.597082043,34.07800893,15.96985345,16.43499481,4.685119521,11.45595988,12.33905435,5.037009074,68.60499836,58.0902332,15.83261175,36.95321131,5.30441014,7.931981726,2.582783434,31.39500164,13.40210803,3.915977427,5.119285778,6.053865218,2.903765191,2.308082769,1.301842286,1.318264608,3.61440387,0.281395523,0.241551909,15.39955674,0.893991085,0.729636178,9.293522923,18.84104888,6.09856314,5.197101377,1.593744553,1.02348283,0.931344473,3.010683069,5.480987126,6.337624823,7.196752745,13.2679234,4.181089225,6.648903056,8.633613069,9.480289862,10.97193515,14.70727395,10.93458177,11.60694275,11.6119232,15.40453719,4.086172405,1.174942522,2.911229883,13.89925652,11.75987579,6.350959959,9.477172972,20.03672628,19.04242931,8.996446807,5.382042937,3.61440387,6.350959959,6.350959959,0.73,0.73
